id,category,level,cefr,answer,sentence_en,sentence_ko,meaning,tts_text,display_sentence,frequency,chunk_type,difficulty_axis,use_case
142,greeting,3,B2-C1,out of the blue,She called me ___ after ten years.,그녀가 10년 만에 갑자기 전화했어요.,난데없이,She called me out of the blue after ten years.,She called me out of the blue after ten years.,high,idiom,meaning,"{""reunion"",""greeting""}"
143,greeting,3,B2-C1,long time no see,"Well, ___! You haven't changed a bit.",오랜만이에요! 하나도 안 변하셨네요.,오랜만이에요,"Well, long time no see! You haven't changed a bit.","Well, long time no see! You haven't changed a bit.",high,sentence_frame,usage,"{""reunion"",""greeting""}"
144,greeting,3,B2-C1,caught me off guard,Your question ___.,당신 질문에 제가 허를 찔렸어요.,허를 찌르다,Your question caught me off guard.,Your question caught me off guard.,mid,idiom,meaning,"{""smalltalk"",""social""}"
145,greeting,3,B2-C1,hit it off,We ___ right away at the party.,우리는 파티에서 바로 죽이 잘 맞았어요.,금세 친해지다,We hit it off right away at the party.,We hit it off right away at the party.,high,idiom,meaning,"{""social"",""greeting""}"
146,greeting,3,B2-C1,make small talk,I tried to ___ while we waited.,기다리는 동안 가벼운 대화를 나누려 했어요.,잡담을 나누다,I tried to make small talk while we waited.,I tried to make small talk while we waited.,high,collocation,usage,"{""smalltalk"",""social""}"
147,greeting,3,B2-C1,on the same page,I want to make sure we're ___.,우리가 같은 생각인지 확인하고 싶어요.,같은 생각인,I want to make sure we're on the same page.,I want to make sure we're on the same page.,high,idiom,meaning,"{""workplace"",""social""}"
148,greeting,3,B2-C1,struck up,They ___ a conversation on the train.,그들은 기차에서 대화를 시작했어요.,(대화를) 시작하다(과거),They struck up a conversation on the train.,They struck up a conversation on the train.,mid,phrasal_verb,usage,"{""social"",""greeting""}"
149,greeting,3,B2-C1,warm up to,It took her a while to ___ me.,그녀가 제게 마음을 여는 데 시간이 좀 걸렸어요.,마음을 열다,It took her a while to warm up to me.,It took her a while to warm up to me.,mid,phrasal_verb,meaning,"{""social"",""greeting""}"
150,greeting,3,B2-C1,clear the air,Let's meet and ___ between us.,만나서 오해를 풀어요.,오해를 풀다,Let's meet and clear the air between us.,Let's meet and clear the air between us.,mid,idiom,meaning,"{""social"",""greeting""}"
151,greeting,3,B2-C1,on a first-name basis,We're already ___.,우리는 벌써 편하게 이름 부르는 사이예요.,이름 부르는 사이인,We're already on a first-name basis.,We're already on a first-name basis.,mid,collocation,meaning,"{""introduction"",""social""}"
152,greeting,3,B2-C1,put everyone at ease,Her smile helped ___ in the room.,그녀의 미소가 방 안 모두를 편안하게 했어요.,모두를 편안하게 하다,Her smile helped put everyone at ease in the room.,Her smile helped put everyone at ease in the room.,mid,collocation,usage,"{""social"",""greeting""}"
153,greeting,3,B2-C1,a familiar face,It's nice to see ___ around here.,여기서 낯익은 얼굴을 보니 반갑네요.,낯익은 얼굴,It's nice to see a familiar face around here.,It's nice to see a familiar face around here.,mid,collocation,meaning,"{""reunion"",""greeting""}"
154,greeting,3,B2-C1,get the ball rolling,Let's ___ with introductions.,소개부터 시작해 봅시다.,일을 시작하다,Let's get the ball rolling with introductions.,Let's get the ball rolling with introductions.,high,idiom,meaning,"{""greeting"",""workplace""}"
155,greeting,3,B2-C1,mutual friend,We met through a ___.,우리는 공통의 친구를 통해 만났어요.,서로 아는 친구,We met through a mutual friend.,We met through a mutual friend.,high,collocation,meaning,"{""introduction"",""social""}"
156,greeting,3,B2-C1,hit the ground running,She joined the team and ___.,그녀는 팀에 합류하자마자 곧장 활약했어요.,곧바로 활발히 시작하다,She joined the team and hit the ground running.,She joined the team and hit the ground running.,mid,idiom,meaning,"{""workplace"",""introduction""}"
157,greeting,3,B2-C1,catch my eye,She tried to ___ across the room.,그녀는 방 건너편에서 눈길을 끌려 했어요.,눈길을 끌다,She tried to catch my eye across the room.,She tried to catch my eye across the room.,mid,idiom,meaning,"{""social"",""greeting""}"
158,greeting,3,B2-C1,made the rounds,He ___ to greet every guest.,그는 손님 모두에게 인사하러 돌아다녔어요.,두루 돌아다니다,He made the rounds to greet every guest.,He made the rounds to greet every guest.,mid,collocation,usage,"{""social"",""greeting""}"
159,greeting,3,B2-C1,a word with,Could I have ___ you?,잠깐 얘기 좀 할 수 있을까요?,~와 잠깐 이야기,Could I have a word with you?,Could I have a word with you?,high,collocation,usage,"{""workplace"",""greeting""}"
160,greeting,3,B2-C1,put a face to the name,It's great to finally ___.,이름만 알다가 직접 뵈니 정말 좋네요.,이름에 얼굴을 맞춰 보다,It's great to finally put a face to the name.,It's great to finally put a face to the name.,mid,collocation,usage,"{""introduction"",""greeting""}"
161,greeting,3,B2-C1,long overdue,This catch-up is ___.,이 만남은 진작 했어야 했어요.,진작 했어야 하는,This catch-up is long overdue.,This catch-up is long overdue.,mid,collocation,meaning,"{""reunion"",""greeting""}"
162,greeting,3,B2-C1,parted ways,We ___ on good terms.,우리는 좋게 헤어졌어요.,헤어지다,We parted ways on good terms.,We parted ways on good terms.,mid,collocation,usage,"{""farewell"",""social""}"
163,greeting,3,B2-C1,make a good impression,I always try to ___ when I meet new people.,저는 새로운 사람을 만날 때 항상 좋은 인상을 주려고 해요.,좋은 인상을 주다,I always try to make a good impression when I meet new people.,I always try to make a good impression when I meet new people.,high,collocation,usage,"{""introduction"",""social""}"
164,greeting,3,B2-C1,come across as,I don't want to ___ rude at the event.,행사에서 무례하게 보이고 싶지 않아요.,~처럼 보이다,I don't want to come across as rude at the event.,I don't want to come across as rude at the event.,high,phrasal_verb,usage,"{""social"",""introduction""}"
165,greeting,3,B2-C1,make yourself at home,"Please ___, I'll be right back.","편하게 계세요, 금방 돌아올게요.",편하게 있다,"Please make yourself at home, I'll be right back.","Please make yourself at home, I'll be right back.",high,sentence_frame,usage,"{""greeting"",""social""}"
166,greeting,3,B2-C1,have mixed feelings,I ___ about meeting his ex at the party.,파티에서 그의 전 여자친구를 만나는 게 복잡한 심정이에요.,복잡한 감정이다,I have mixed feelings about meeting his ex at the party.,I have mixed feelings about meeting his ex at the party.,mid,collocation,meaning,"{""social"",""greeting""}"
167,greeting,3,B2-C1,keep me in the loop,Please ___ on the new arrivals.,새로운 사람들에 대해 계속 알려 주세요.,상황을 계속 알려 주다,Please keep me in the loop on the new arrivals.,Please keep me in the loop on the new arrivals.,high,idiom,meaning,"{""workplace"",""social""}"
168,greeting,3,B2-C1,old acquaintances,We're just ___ from college.,우리는 그냥 대학 때 알고 지낸 사이예요.,오래된 지인들,We're just old acquaintances from college.,We're just old acquaintances from college.,mid,collocation,spelling,"{""social"",""introduction""}"
169,greeting,3,B2-C1,on speaking terms,We're finally ___ again after the argument.,다툼 이후 우리는 마침내 다시 말을 나누는 사이가 됐어요.,말을 나누는 사이인,We're finally on speaking terms again after the argument.,We're finally on speaking terms again after the argument.,mid,collocation,meaning,"{""social"",""reunion""}"
170,greeting,3,B2-C1,extend a warm welcome,We'd like to ___ to our new team members.,새로운 팀원들을 따뜻하게 환영하고 싶어요.,따뜻하게 환영하다,We'd like to extend a warm welcome to our new team members.,We'd like to extend a warm welcome to our new team members.,mid,collocation,usage,"{""greeting"",""workplace""}"
171,greeting,3,B2-C1,bridge the gap,Good conversation can ___ between strangers.,좋은 대화는 낯선 사람들 사이의 간극을 좁혀 줄 수 있어요.,간극을 좁히다,Good conversation can bridge the gap between strangers.,Good conversation can bridge the gap between strangers.,mid,idiom,meaning,"{""social"",""greeting""}"
172,greeting,3,B2-C1,on good terms,We've always been ___ with the neighbors.,우리는 항상 이웃과 사이좋게 지내 왔어요.,사이좋게 지내는,We've always been on good terms with the neighbors.,We've always been on good terms with the neighbors.,mid,collocation,usage,"{""social"",""greeting""}"
173,greeting,3,B2-C1,make an entrance,She always knows how to ___.,그녀는 항상 인상적으로 등장할 줄 알아요.,인상적으로 등장하다,She always knows how to make an entrance.,She always knows how to make an entrance.,mid,collocation,meaning,"{""social"",""greeting""}"
174,greeting,3,B2-C1,circle back,Let's ___ to this conversation tomorrow.,내일 이 대화로 다시 돌아와요.,나중에 다시 돌아오다,Let's circle back to this conversation tomorrow.,Let's circle back to this conversation tomorrow.,high,phrasal_verb,usage,"{""workplace"",""greeting""}"
175,greeting,3,B2-C1,speak too soon,"I don't want to ___, but this seems to be going well.","섣불리 말하고 싶지 않지만, 잘 되는 것 같아요.",섣불리 말하다,"I don't want to speak too soon, but this seems to be going well.","I don't want to speak too soon, but this seems to be going well.",mid,collocation,usage,"{""smalltalk"",""social""}"
176,greeting,3,B2-C1,take the new intern under her wing,She offered to ___.,그녀는 신입 인턴을 돌봐 주겠다고 했어요.,신입 인턴을 보호·지도하다,She offered to take the new intern under her wing.,She offered to take the new intern under her wing.,mid,idiom,meaning,"{""workplace"",""introduction""}"
177,greeting,3,B2-C1,set the tone,A good opening line can ___ for the whole conversation.,좋은 첫 마디가 대화 전체의 분위기를 결정할 수 있어요.,분위기를 정하다,A good opening line can set the tone for the whole conversation.,A good opening line can set the tone for the whole conversation.,mid,collocation,usage,"{""social"",""greeting""}"
178,greeting,3,B2-C1,a blast from the past,Seeing him was ___.,그를 본 건 옛 추억이 확 떠오르는 일이었어요.,옛 추억을 떠올리게 하는 것,Seeing him was a blast from the past.,Seeing him was a blast from the past.,mid,idiom,meaning,"{""greeting""}"
179,greeting,3,B2-C1,a friendly face,It's nice to see ___.,반가운 얼굴을 보니 좋네요.,반가운 사람,It's nice to see a friendly face.,It's nice to see a friendly face.,mid,collocation,meaning,"{""greeting""}"
180,greeting,3,B2-C1,it's a small world,"Wow, ___!","와, 세상 정말 좁네요!",세상 참 좁다,"Wow, it's a small world!","Wow, it's a small world!",high,idiom,meaning,"{""small talk""}"
181,greeting,3,B2-C1,fancy meeting you here,"Oh, ___!","어머, 여기서 다 만나네요!",여기서 만나다니 뜻밖이네요,"Oh, fancy meeting you here!","Oh, fancy meeting you here!",mid,idiom,meaning,"{""greeting""}"
182,greeting,3,B2-C1,what a coincidence,"Oh wow, ___!","와, 이런 우연이!",이런 우연이,"Oh wow, what a coincidence!","Oh wow, what a coincidence!",high,sentence_frame,usage,"{""small talk""}"
183,greeting,3,B2-C1,great minds think alike,"Ha, ___!","하하, 역시 통하는 게 있네요!",생각이 잘 통하네요,"Ha, great minds think alike!","Ha, great minds think alike!",mid,idiom,meaning,"{""small talk""}"
184,greeting,3,B2-C1,speak of the devil,"Well, ___!","어, 호랑이도 제 말 하면 온다더니!",호랑이도 제 말 하면 온다,"Well, speak of the devil!","Well, speak of the devil!",mid,idiom,meaning,"{""small talk""}"
185,greeting,3,B2-C1,we go way back,"Oh, ___.","아, 우리는 아주 오래된 사이예요.",오래전부터 알고 지내다,"Oh, we go way back.","Oh, we go way back.",mid,idiom,meaning,"{""social""}"
186,greeting,3,B2-C1,pick up where we left off,Let's just ___.,그냥 하던 얘기 이어서 해요.,멈췄던 데서 이어가다,Let's just pick up where we left off.,Let's just pick up where we left off.,mid,idiom,meaning,"{""social""}"
187,greeting,3,B2-C1,catch up over coffee,We should ___.,커피 한잔하며 밀린 얘기 나눠요.,커피 마시며 근황을 나누다,We should catch up over coffee.,We should catch up over coffee.,high,collocation,usage,"{""social""}"
188,greeting,3,B2-C1,make the first move,Someone has to ___.,누군가는 먼저 다가가야 해요.,먼저 다가가다,Someone has to make the first move.,Someone has to make the first move.,mid,idiom,meaning,"{""social""}"
189,greeting,3,B2-C1,keep the conversation going,Ask questions to ___.,대화를 이어가려면 질문을 하세요.,대화를 이어가다,Ask questions to keep the conversation going.,Ask questions to keep the conversation going.,mid,collocation,usage,"{""small talk""}"
190,greeting,3,B2-C1,a warm welcome,They gave us ___.,그들은 우리를 따뜻하게 맞아 줬어요.,따뜻한 환영,They gave us a warm welcome.,They gave us a warm welcome.,high,collocation,meaning,"{""greeting""}"
191,greeting,3,B2-C1,feel right at home,Please ___.,편하게 내 집처럼 계세요.,아주 편안하게 느끼다,Please feel right at home.,Please feel right at home.,mid,idiom,meaning,"{""social""}"
192,greeting,3,B2-C1,mingle with the crowd,Try to ___ a bit.,사람들 사이에 좀 어울려 보세요.,사람들과 어울리다,Try to mingle with the crowd a bit.,Try to mingle with the crowd a bit.,mid,collocation,meaning,"{""social""}"
193,greeting,3,B2-C1,work the room,She knows how to ___.,그녀는 사람들과 두루 친해지는 법을 알아요.,파티 등에서 사람들과 두루 어울리다,She knows how to work the room.,She knows how to work the room.,low,idiom,meaning,"{""social""}"
194,greeting,3,B2-C1,a familiar voice,I recognized ___.,저는 익숙한 목소리를 알아챘어요.,익숙한 목소리,I recognized a familiar voice.,I recognized a familiar voice.,mid,collocation,meaning,"{""greeting""}"
195,greeting,3,B2-C1,you haven't changed a bit,"Wow, ___!","와, 하나도 안 변했네요!",하나도 안 변했어요,"Wow, you haven't changed a bit!","Wow, you haven't changed a bit!",mid,sentence_frame,usage,"{""greeting""}"
